,cod_ncm,hscode,cod_pais_origem,urf_cod,via_transp_cod,sgl_uf_import,city_cod,cidade_import,combinacao_202406,combinacao_202407
106,85411099,8541,160,817800,1,SP,3400808,ALFREDO MARCONDES,0.0,0.0
107,85177900,8517,160,817800,1,RS,4313409,NOVO HAMBURGO,0.0,0.0
108,84439933,8443,160,817800,1,SP,3434401,OSASCO,0.0,0.0
109,85414122,8541,160,1017801,4,RS,4303905,CAMPO BOM,0.0,0.0
110,29335912,2933,160,817800,1,MG,3143302,MONTES CLAROS,0.0,0.0
111,29159090,2915,160,817800,1,SP,3418800,GUARULHOS,1.0,1.0
112,29212990,2921,160,817800,1,SP,3418800,GUARULHOS,0.0,0.0
113,29151290,2915,160,817800,1,MG,3104007,ARAXA,0.0,0.0
114,84439939,8443,160,817800,1,MG,3146008,OURO FINO,0.0,0.0
115,87089200,8708,160,817800,1,SP,3428502,MAIRIPORA,1.0,1.0
116,85411099,8541,160,817700,4,SP,3456206,VALINHOS,1.0,1.0
117,84439922,8443,160,717600,1,RJ,3305505,SAQUAREMA,0.0,0.0
118,84433223,8443,160,817700,4,RS,4311627,LINDOLFO COLLOR,0.0,0.0
119,85415100,8541,160,717600,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
120,90189029,9018,160,817800,1,MG,3169000,TOCANTINS,0.0,0.0
121,85415010,8541,160,817700,4,SP,3401608,AMERICANA,1.0,1.0
122,85176249,8517,160,817700,4,SP,3409205,CAJAMAR,1.0,1.0
123,85412120,8541,160,817600,4,SP,3424006,ITUPEVA,1.0,1.0
124,85176256,8517,160,617700,4,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
125,85414290,8541,160,1017700,1,RS,4306767,ELDORADO DO SUL,0.0,0.0
126,85411022,8541,160,617700,4,MG,3122306,DIVINOPOLIS,1.0,1.0
127,85411032,8541,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
128,29211999,2921,160,817600,4,SP,3450308,SAO PAULO,0.0,0.0
129,85411032,8541,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
130,85177900,8517,160,817800,1,SP,3447304,SANTANA DE PARNAIBA,0.0,0.0
131,29221995,2922,160,817600,4,SP,3413009,COTIA,1.0,1.0
132,85414300,8541,160,817600,4,SP,3409502,CAMPINAS,1.0,1.0
133,85411032,8541,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
134,87089413,8708,160,817800,1,SP,3409205,CAJAMAR,1.0,1.0
135,29335929,2933,160,817700,4,SP,3416408,FRANCO DA ROCHA,1.0,1.0
136,90189094,9018,160,817700,4,RS,4308102,FELIZ,0.0,0.0
137,87089100,8708,160,817600,4,RS,4313300,NOVA PRATA,0.0,0.0
138,85414900,8541,160,817600,4,SP,3407001,BOITUVA,1.0,1.0
139,29336999,2933,160,817800,1,SP,3452205,SOROCABA,1.0,1.0
140,29159090,2915,160,927800,1,RJ,3301702,DUQUE DE CAXIAS,0.0,0.0
141,85411029,8541,160,717700,4,RJ,3304201,RESENDE,0.0,0.0
142,29335912,2933,160,817600,4,SP,3447304,SANTANA DE PARNAIBA,1.0,1.0
143,85414011,8541,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
144,84433113,8443,160,717700,4,RJ,3302403,MACAE,0.0,0.0
145,85176291,8517,160,817600,4,MG,3136702,JUIZ DE FORA,0.0,0.0
146,29336929,2933,160,817600,4,SP,3405708,BARUERI,1.0,1.0
147,85171300,8517,160,817600,4,SP,3452502,SUZANO,1.0,1.0
148,85414900,8541,160,817600,4,SP,3434401,OSASCO,1.0,1.0
149,87085099,8708,160,817800,1,SP,3424402,JACAREI,1.0,1.0
150,85176255,8517,160,1017700,1,RS,4306767,ELDORADO DO SUL,0.0,0.0
151,29335915,2933,160,1017700,1,RS,4314902,PORTO ALEGRE,0.0,0.0
152,87085091,8708,160,817600,4,SP,3448500,SANTOS,1.0,1.0
153,87083090,8708,160,817800,1,SP,3418800,GUARULHOS,1.0,1.0
154,87082912,8708,160,817800,1,SP,3441000,PRAIA GRANDE,1.0,1.0
155,85411099,8541,160,1017801,4,RS,4314902,PORTO ALEGRE,0.0,0.0
156,29336929,2933,160,817800,1,SP,3418800,GUARULHOS,1.0,1.0
157,84433232,8443,160,817700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
158,85176259,8517,160,717600,1,RJ,3302403,MACAE,0.0,0.0
159,84439929,8443,160,1017801,4,RS,4314902,PORTO ALEGRE,0.0,0.0
160,87089910,8708,160,817800,1,SP,3449805,SAO JOSE DO RIO PRETO,1.0,1.0
161,85176143,8517,160,1017801,4,RS,4311403,LAJEADO,0.0,0.0
162,87082999,8708,160,817600,4,SP,3440606,PORTO FELIZ,1.0,1.0
163,90189099,9018,160,817800,1,SP,3448906,SAO CARLOS,1.0,0.0
164,29419092,2941,160,817800,1,SP,3415400,FARTURA,1.0,1.0
165,85412120,8541,160,817700,4,RS,4303103,CACHOEIRINHA,0.0,0.0
166,85416010,8541,160,817700,4,MG,3137601,LAGOA SANTA,1.0,1.0
167,29215132,2921,160,817800,1,SP,3450308,SAO PAULO,0.0,0.0
168,87089411,8708,160,927700,1,RS,4314423,PICADA CAFE,0.0,0.0
169,29331111,2933,160,917800,1,MG,3136702,JUIZ DE FORA,0.0,0.0
170,85413019,8541,160,817700,4,SP,3457006,VOTORANTIM,1.0,1.0
171,85411092,8541,160,817600,4,RS,4318705,SAO LEOPOLDO,0.0,0.0
172,84439990,8443,160,817600,4,SP,3424006,ITUPEVA,1.0,1.0
173,90181210,9018,160,617700,4,MG,3106200,BELO HORIZONTE,0.0,0.0
174,87083011,8708,160,817800,1,SP,3438709,PIRACICABA,1.0,1.0
175,87088000,8708,160,1017700,1,RS,4309209,GRAVATAI,0.0,0.0
176,85416090,8541,160,617700,4,MG,3125101,EXTREMA,1.0,1.0
177,85176259,8517,160,817700,4,SP,3447304,SANTANA DE PARNAIBA,1.0,1.0
178,85176272,8517,160,927700,1,SP,3450308,SAO PAULO,0.0,0.0
179,84433115,8443,160,717600,1,RJ,3302254,ITATIAIA,0.0,0.0
180,85176239,8517,160,817800,1,SP,3402804,ARACATUBA,0.0,0.0
181,84433236,8443,160,927800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
182,85177110,8517,160,617700,4,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
183,87083090,8708,160,817800,1,RS,4313409,NOVO HAMBURGO,0.0,0.0
184,85176259,8517,160,817600,4,SP,3456701,VINHEDO,1.0,1.0
185,85411091,8541,160,817700,4,MG,3151800,POCOS DE CALDAS,1.0,1.0
186,85412910,8541,160,817800,1,MG,3152501,POUSO ALEGRE,0.0,0.0
187,84439929,8443,160,717700,4,RJ,3302007,ITAGUAI,0.0,0.0
188,90183929,9018,160,817800,1,SP,3452205,SOROCABA,1.0,0.0
189,85411091,8541,160,817800,1,MG,3133600,ITAPEVA,0.0,0.0
190,85414021,8541,160,817800,1,SP,3448708,SAO BERNARDO DO CAMPO,0.0,0.0
191,85177190,8517,160,927500,4,MG,3136652,JUATUBA,0.0,0.0
192,85413019,8541,160,817700,4,SP,3438709,PIRACICABA,1.0,1.0
193,85176239,8517,160,817700,4,SP,3452809,TABOAO DA SERRA,1.0,1.0
194,87089490,8708,160,817700,4,RS,4314902,PORTO ALEGRE,0.0,0.0
195,85171231,8517,160,617700,4,MG,3171303,VICOSA,0.0,0.0
196,29222919,2922,160,817800,1,SP,3424006,ITUPEVA,0.0,1.0
197,85411091,8541,160,817800,1,SP,3406003,BAURU,0.0,0.0
198,85176234,8517,160,817600,4,SP,3452809,TABOAO DA SERRA,1.0,1.0
199,85177110,8517,160,817600,4,MG,3169307,TRES CORACOES,0.0,0.0
200,29339953,2933,160,817600,4,MG,3170701,VARGINHA,0.0,0.0
201,29339959,2933,160,817800,1,SP,3409502,CAMPINAS,1.0,1.0
202,85413029,8541,160,817700,4,SP,3440606,PORTO FELIZ,1.0,1.0
203,87089412,8708,160,817800,1,RS,4304606,CANOAS,0.0,0.0
204,90189095,9018,160,817800,1,RS,4318705,SAO LEOPOLDO,0.0,0.0
205,85411099,8541,160,817700,4,MG,3140803,MATIAS BARBOSA,1.0,1.0
206,85177110,8517,160,817600,4,SP,3405708,BARUERI,1.0,1.0
207,84439933,8443,160,227600,1,SP,3450308,SAO PAULO,0.0,0.0
208,85414021,8541,160,817600,4,SP,3401608,AMERICANA,1.0,1.0
209,29339969,2933,160,817800,1,SP,3409502,CAMPINAS,1.0,1.0
210,85176277,8517,160,817800,1,RS,4314902,PORTO ALEGRE,0.0,0.0
211,85176239,8517,160,817800,1,SP,3443402,RIBEIRAO PRETO,0.0,0.0
212,85411029,8541,160,817800,1,MG,3137601,LAGOA SANTA,0.0,0.0
213,29419022,2941,160,817600,4,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
214,87085011,8708,160,817600,4,SP,3450308,SAO PAULO,1.0,1.0
215,85412110,8541,160,817600,4,MG,3106200,BELO HORIZONTE,1.0,1.0
216,87089413,8708,160,817800,1,MG,3147204,PARAGUACU,0.0,0.0
217,90181210,9018,160,817600,4,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
218,29333949,2933,160,817600,4,MG,3143302,MONTES CLAROS,0.0,0.0
219,84433910,8443,160,817800,1,SP,3432009,MORUNGABA,0.0,0.0
220,87088000,8708,160,817800,1,RS,4314902,PORTO ALEGRE,0.0,0.0
221,29335999,2933,160,817600,4,SP,3456701,VINHEDO,1.0,1.0
222,85411019,8541,160,817800,1,SP,3452205,SOROCABA,0.0,0.0
223,85176241,8517,160,1017801,4,RS,4314902,PORTO ALEGRE,0.0,0.0
224,85414290,8541,160,717600,1,RJ,3302254,ITATIAIA,0.0,0.0
225,87081000,8708,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
226,85416010,8541,160,817700,4,SP,3404107,ATIBAIA,1.0,1.0
227,85411029,8541,160,1017700,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
228,90181990,9018,160,717600,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
229,87089990,8708,160,817700,4,SP,3430607,MOGI DAS CRUZES,1.0,1.0
230,85412920,8541,160,817800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
231,29332999,2933,160,817800,1,SP,3418800,GUARULHOS,1.0,1.0
232,29339969,2933,160,817700,4,SP,3424105,ITUVERAVA,1.0,1.0
233,85176241,8517,160,617700,4,MG,3159605,SANTA RITA DO SAPUCAI,0.0,0.0
234,87081000,8708,160,817800,1,MG,3107406,BOM DESPACHO,0.0,0.0
235,87089100,8708,160,817800,1,RS,4303905,CAMPO BOM,0.0,0.0
236,87085091,8708,160,817700,4,SP,3409502,CAMPINAS,1.0,1.0
237,29153100,2915,160,717700,4,SP,3454102,TAUBATE,0.0,0.0
238,85412199,8541,160,817700,4,RS,4311403,LAJEADO,0.0,0.0
239,85414122,8541,160,717700,4,MG,3106200,BELO HORIZONTE,1.0,1.0
240,87082991,8708,160,817600,4,SP,3454102,TAUBATE,1.0,1.0
241,29156011,2915,160,817800,1,SP,3423909,ITU,1.0,1.0
242,85176239,8517,160,1017700,1,RS,4318804,SAO LOURENCO DO SUL,0.0,0.0
243,87087090,8708,160,817800,1,SP,3436505,PAULINIA,1.0,1.0
244,85412920,8541,160,617700,4,MG,3118601,CONTAGEM,1.0,1.0
245,87089990,8708,160,817600,4,SP,3454003,TATUI,1.0,1.0
246,90189069,9018,160,817600,4,SP,3425904,JUNDIAI,1.0,1.0
247,29336100,2933,160,817800,1,SP,3413009,COTIA,1.0,1.0
248,85411031,8541,160,817800,1,SP,3413009,COTIA,0.0,0.0
249,85177010,8517,160,817700,4,SP,3419071,HORTOLANDIA,1.0,1.0
250,85416090,8541,160,817600,4,SP,3424006,ITUPEVA,1.0,1.0
251,85413029,8541,160,817600,4,SP,3404107,ATIBAIA,1.0,1.0
252,29212990,2921,160,817700,4,SP,3423404,ITATIBA,0.0,0.0
253,85411029,8541,160,817700,4,RJ,3301009,CAMPOS DOS GOYTACAZES,0.0,0.0
254,85171439,8517,160,817800,1,MG,3125101,EXTREMA,0.0,0.0
255,85411032,8541,160,1017801,4,RS,4309308,GUAIBA,0.0,0.0
256,87089483,8708,160,817600,4,SP,3405708,BARUERI,1.0,1.0
257,87083090,8708,160,817800,1,RS,4314902,PORTO ALEGRE,0.0,0.0
258,84431390,8443,160,717600,1,MG,3125101,EXTREMA,0.0,0.0
259,29415020,2941,160,817700,4,SP,3456206,VALINHOS,1.0,1.0
260,90181290,9018,160,817800,1,RJ,3304557,RIO DE JANEIRO,0.0,0.0
261,29335999,2933,160,817700,4,RJ,3304557,RIO DE JANEIRO,0.0,0.0
262,29215990,2921,160,817700,4,SP,3448906,SAO CARLOS,0.0,0.0
263,84439990,8443,160,817600,9,RS,4322400,URUGUAIANA,0.0,0.0
264,29156029,2915,160,817600,4,SP,3445159,SALTINHO,0.0,0.0
265,85411022,8541,160,817700,4,SP,3445803,SANTA BARBARA D'OESTE,1.0,1.0
266,29339949,2933,160,817600,4,SP,3418800,GUARULHOS,1.0,1.0
267,85177900,8517,160,817800,1,SP,3449904,SAO JOSE DOS CAMPOS,0.0,0.0
268,29336100,2933,160,817800,1,SP,3448708,SAO BERNARDO DO CAMPO,1.0,1.0
269,29332922,2933,160,617700,4,MG,3156700,SABARA,0.0,0.0
270,87082999,8708,160,817600,4,SP,3452403,SUMARE,1.0,1.0
271,85171830,8517,160,817600,4,MG,3170701,VARGINHA,0.0,0.0
272,84439932,8443,160,817600,4,SP,3434401,OSASCO,1.0,1.0
273,29331990,2933,160,817800,1,MG,3170107,UBERABA,0.0,0.0
274,87087090,8708,160,817700,4,SP,3444004,RIO DAS PEDRAS,1.0,1.0
275,85411012,8541,160,1017801,4,RS,4305108,CAXIAS DO SUL,0.0,0.0
276,85171490,8517,160,817700,4,SP,3450308,SAO PAULO,1.0,1.0
277,87089529,8708,160,817600,4,SP,3425904,JUNDIAI,1.0,1.0
278,85411021,8541,160,617700,4,MG,3134905,JACUTINGA,1.0,1.0
279,84433910,8443,160,817800,1,SP,3448906,SAO CARLOS,0.0,0.0
280,29224990,2922,160,817800,1,SP,3438006,PINDAMONHANGABA,0.0,1.0
281,87088000,8708,160,817700,4,SP,3448906,SAO CARLOS,1.0,1.0
282,29335942,2933,160,817700,4,SP,3413009,COTIA,1.0,1.0
283,29335912,2933,160,817800,1,SP,3409502,CAMPINAS,1.0,1.0
284,85176239,8517,160,717700,4,RJ,3301207,CARMO,0.0,0.0
285,29411042,2941,160,817700,4,SP,3456701,VINHEDO,1.0,1.0
286,90189099,9018,160,817800,1,RS,4311403,LAJEADO,0.0,0.0
287,87088000,8708,160,817800,1,SP,3413801,DIADEMA,1.0,1.0
288,90181290,9018,160,817800,1,SP,3405500,BARRETOS,1.0,0.0
289,87082919,8708,160,817800,1,SP,3452205,SOROCABA,1.0,1.0
290,84439932,8443,160,817800,1,MG,3106200,BELO HORIZONTE,0.0,0.0
291,85177900,8517,160,817700,4,SP,3409205,CAJAMAR,1.0,1.0
292,87082200,8708,160,817800,1,SP,3436505,PAULINIA,1.0,1.0
293,90181980,9018,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
294,85414111,8541,160,817700,4,SP,3409502,CAMPINAS,1.0,1.0
295,85176299,8517,160,817800,1,SP,3418800,GUARULHOS,0.0,0.0
296,84433910,8443,160,817800,1,MG,3118601,CONTAGEM,0.0,0.0
297,87085019,8708,160,927700,1,RS,4314423,PICADA CAFE,0.0,0.0
298,87082991,8708,160,817800,1,SP,3447809,SANTO ANDRE,1.0,1.0
299,84433259,8443,160,817800,1,RS,4314902,PORTO ALEGRE,0.0,0.0
300,84439942,8443,160,817800,1,SP,3441406,PRESIDENTE PRUDENTE,0.0,0.0
301,90181990,9018,160,817600,4,MG,3144805,NOVA LIMA,0.0,0.0
302,87082100,8708,160,817700,4,SP,3421408,IRACEMAPOLIS,1.0,1.0
303,90181290,9018,160,817800,1,SP,3406003,BAURU,1.0,0.0
304,84439990,8443,160,817800,1,SP,3441406,PRESIDENTE PRUDENTE,0.0,0.0
305,84433910,8443,160,817800,1,SP,3416200,FRANCA,0.0,0.0
306,90189099,9018,160,817600,4,SP,3420509,INDAIATUBA,1.0,1.0
307,84439939,8443,160,817800,1,MG,3170206,UBERLANDIA,0.0,0.0
308,87089990,8708,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
309,87089300,8708,160,817800,1,SP,3423107,ITAQUAQUECETUBA,1.0,1.0
310,29156011,2915,160,717700,4,SP,3454102,TAUBATE,0.0,0.0
311,90189099,9018,160,817600,4,SP,3424709,JAGUARIUNA,1.0,1.0
312,85177110,8517,160,817800,1,SP,3425904,JUNDIAI,0.0,0.0
313,29212990,2921,160,817800,1,SP,3424402,JACAREI,0.0,0.0
314,85411021,8541,160,817600,4,SP,3416705,GARCA,1.0,1.0
315,85176294,8517,160,817800,1,SP,3421408,IRACEMAPOLIS,0.0,0.0
316,87082999,8708,160,817800,1,SP,3446801,SANTA ISABEL,1.0,1.0
317,85176259,8517,160,817600,4,SP,3422604,ITAPIRA,1.0,1.0
318,29211929,2921,160,817800,1,SP,3413009,COTIA,0.0,0.0
319,29214990,2921,160,817800,1,MG,3125101,EXTREMA,0.0,0.0
320,29339949,2933,160,817800,1,SP,3413009,COTIA,1.0,1.0
321,85176241,8517,160,717700,4,SP,3427306,LOUVEIRA,1.0,1.0
322,29151290,2915,160,817700,4,RS,4309209,GRAVATAI,0.0,0.0
323,85414900,8541,160,817800,1,SP,3449805,SAO JOSE DO RIO PRETO,0.0,0.0
324,90183929,9018,160,927700,1,RS,4313409,NOVO HAMBURGO,0.0,0.0
325,90184999,9018,160,817700,4,SP,3405708,BARUERI,1.0,1.0
326,87089910,8708,160,927700,1,RS,4314423,PICADA CAFE,0.0,0.0
327,87083090,8708,160,817800,1,SP,3448807,SAO CAETANO DO SUL,1.0,1.0
328,87089490,8708,160,817600,4,SP,3456701,VINHEDO,1.0,1.0
329,87082999,8708,160,817800,1,SP,3450308,SAO PAULO,1.0,1.0
330,85411029,8541,160,817700,4,SP,3447809,SANTO ANDRE,1.0,1.0
331,84439923,8443,160,817800,1,SP,3405708,BARUERI,0.0,0.0
332,29419089,2941,160,817600,4,SP,3422505,ITAPEVI,1.0,1.0
333,87081000,8708,160,617700,4,MG,3106705,BETIM,0.0,0.0
334,85176254,8517,160,817700,4,SP,3452205,SOROCABA,1.0,1.0
335,29221999,2922,160,817800,1,SP,3425003,JANDIRA,0.0,1.0
336,85412191,8541,160,817700,4,SP,3441406,PRESIDENTE PRUDENTE,1.0,1.0
337,90185090,9018,160,817800,1,RS,4305108,CAXIAS DO SUL,0.0,0.0
338,85411021,8541,160,817600,4,RS,4309209,GRAVATAI,0.0,0.0
339,85414032,8541,160,717600,1,MG,3135050,JAIBA,0.0,0.0
340,85414290,8541,160,817700,4,SP,3430607,MOGI DAS CRUZES,1.0,1.0
341,85414290,8541,160,817800,1,RJ,3302254,ITATIAIA,0.0,0.0
342,29419049,2941,160,817600,4,MG,3152501,POUSO ALEGRE,0.0,0.0
343,90181990,9018,160,817600,4,MG,3125101,EXTREMA,0.0,0.0
