cod_ncm,hscode,cod_pais_origem,urf_cod,via_transp_cod,sgl_uf_import,city_cod,cidade_import,combinacao_202406,combinacao_202407
85414021,8541,160,0817600,04,MG,3159605,SANTA RITA DO SAPUCAI
84439970,8443,160,1017701,07,SP,3409205,CAJAMAR
84439980,8443,160,0817600,04,SP,3434401,OSASCO
85414021,8541,160,0717700,04,RJ,3302254,ITATIAIA
29157031,2915,160,0817800,01,SP,3409502,CAMPINAS
85415100,8541,160,0817700,04,SP,3409502,CAMPINAS
87082994,8708,160,0927800,01,SP,3450308,SAO PAULO
85177091,8517,160,1017801,04,RS,4304606,CANOAS
29211112,2921,160,0817800,01,SP,3422604,ITAPIRA
29339959,2933,160,0817800,01,SP,3450308,SAO PAULO
29419059,2941,160,0817600,04,SP,3413009,COTIA
85176272,8517,160,0817700,04,SP,3427207,LORENA
85411022,8541,160,0817700,04,SP,3443303,RIBEIRAO PIRES
85176254,8517,160,0817600,04,SP,3405708,BARUERI
90183119,9018,160,0817800,01,SP,3450308,SAO PAULO
87085099,8708,160,1017700,01,RS,4322608,VENANCIO AIRES
29331111,2933,160,0817800,01,SP,3436307,PATROCINIO PAULISTA
85411021,8541,160,1017801,04,RS,4322707,VERA CRUZ
87089990,8708,160,0817700,04,RS,4314902,PORTO ALEGRE
85411032,8541,160,0717600,01,RJ,3303906,PETROPOLIS
85176262,8517,160,0817700,04,SP,3420509,INDAIATUBA
85414021,8541,160,0817700,04,RJ,3302254,ITATIAIA
90181290,9018,160,0817600,04,MG,3118601,CONTAGEM
85414122,8541,160,0927800,01,RS,4314902,PORTO ALEGRE
87085019,8708,160,0817800,01,SP,3454003,TATUI
84439929,8443,160,1017801,04,RS,4306403,DOIS IRMAOS
85177190,8517,160,0817800,01,SP,3410609,CARAPICUIBA
29335913,2933,160,0817600,04,SP,3409502,CAMPINAS
85176299,8517,160,0817700,04,SP,3409205,CAJAMAR
85411022,8541,160,1017801,04,RS,4305108,CAXIAS DO SUL
90183929,9018,160,0817800,01,RS,4307708,ESTEIO
87089100,8708,160,0817600,04,SP,3430607,MOGI DAS CRUZES
29339959,2933,160,0817600,04,SP,3415103,EMBU-GUACU
90189096,9018,160,0617700,04,MG,3144805,NOVA LIMA
87089300,8708,160,0817800,01,SP,3456701,VINHEDO
85171490,8517,160,0817600,04,SP,3450308,SAO PAULO
29335941,2933,160,0817800,01,SP,3405708,BARUERI
85411099,8541,160,0710200,04,RJ,3302403,MACAE
87089529,8708,160,0817700,04,SP,3425904,JUNDIAI
85171490,8517,160,0817700,04,SP,3403208,ARARAQUARA
29419049,2941,160,0817700,04,SP,3436505,PAULINIA
87084090,8708,160,0817700,04,RS,4316600,SANANDUVA
85411032,8541,160,0817700,04,SP,3409502,CAMPINAS
85171100,8517,160,1010252,07,RS,4311007,JAGUARAO
85176299,8517,160,0817600,04,SP,3409205,CAJAMAR
85414029,8541,160,0817800,01,MG,3106200,BELO HORIZONTE
90183991,9018,160,0817800,01,SP,3447304,SANTANA DE PARNAIBA
90189069,9018,160,0817600,04,SP,3424006,ITUPEVA
85411019,8541,160,0817800,01,SP,3407001,BOITUVA
29335923,2933,160,0817600,04,SP,3420509,INDAIATUBA
29419041,2941,160,0117600,04,MG,3152501,POUSO ALEGRE
29153999,2915,160,0817600,04,SP,3418800,GUARULHOS
85176299,8517,160,0817800,01,SP,3441406,PRESIDENTE PRUDENTE
84433191,8443,160,0817600,04,SP,3418800,GUARULHOS
85411099,8541,160,0817800,01,SP,3400808,ALFREDO MARCONDES
85177900,8517,160,0817800,01,RS,4313409,NOVO HAMBURGO
84439933,8443,160,0817800,01,SP,3434401,OSASCO
85414122,8541,160,1017801,04,RS,4303905,CAMPO BOM
29335912,2933,160,0817800,01,MG,3143302,MONTES CLAROS
29159090,2915,160,0817800,01,SP,3418800,GUARULHOS
29212990,2921,160,0817800,01,SP,3418800,GUARULHOS
29151290,2915,160,0817800,01,MG,3104007,ARAXA
84439939,8443,160,0817800,01,MG,3146008,OURO FINO
87089200,8708,160,0817800,01,SP,3428502,MAIRIPORA
85411099,8541,160,0817700,04,SP,3456206,VALINHOS
84439922,8443,160,0717600,01,RJ,3305505,SAQUAREMA
84433223,8443,160,0817700,04,RS,4311627,LINDOLFO COLLOR
85415100,8541,160,0717600,01,RJ,3304557,RIO DE JANEIRO
90189029,9018,160,0817800,01,MG,3169000,TOCANTINS
85415010,8541,160,0817700,04,SP,3401608,AMERICANA
85176249,8517,160,0817700,04,SP,3409205,CAJAMAR
85412120,8541,160,0817600,04,SP,3424006,ITUPEVA
85176256,8517,160,0617700,04,MG,3159605,SANTA RITA DO SAPUCAI
85414290,8541,160,1017700,01,RS,4306767,ELDORADO DO SUL
85411022,8541,160,0617700,04,MG,3122306,DIVINOPOLIS
85411032,8541,160,0817600,04,SP,3450308,SAO PAULO
29211999,2921,160,0817600,04,SP,3450308,SAO PAULO
85411032,8541,160,0817700,04,SP,3452205,SOROCABA
85177900,8517,160,0817800,01,SP,3447304,SANTANA DE PARNAIBA
29221995,2922,160,0817600,04,SP,3413009,COTIA
85414300,8541,160,0817600,04,SP,3409502,CAMPINAS
85411032,8541,160,0817700,04,SP,3450308,SAO PAULO
87089413,8708,160,0817800,01,SP,3409205,CAJAMAR
29335929,2933,160,0817700,04,SP,3416408,FRANCO DA ROCHA
90189094,9018,160,0817700,04,RS,4308102,FELIZ
87089100,8708,160,0817600,04,RS,4313300,NOVA PRATA
85414900,8541,160,0817600,04,SP,3407001,BOITUVA
29336999,2933,160,0817800,01,SP,3452205,SOROCABA
29159090,2915,160,0927800,01,RJ,3301702,DUQUE DE CAXIAS
85411029,8541,160,0717700,04,RJ,3304201,RESENDE
29335912,2933,160,0817600,04,SP,3447304,SANTANA DE PARNAIBA
85414011,8541,160,0817700,04,SP,3450308,SAO PAULO
84433113,8443,160,0717700,04,RJ,3302403,MACAE
85176291,8517,160,0817600,04,MG,3136702,JUIZ DE FORA
29336929,2933,160,0817600,04,SP,3405708,BARUERI
85171300,8517,160,0817600,04,SP,3452502,SUZANO
85414900,8541,160,0817600,04,SP,3434401,OSASCO
87085099,8708,160,0817800,01,SP,3424402,JACAREI
85176255,8517,160,1017700,01,RS,4306767,ELDORADO DO SUL
29335915,2933,160,1017700,01,RS,4314902,PORTO ALEGRE
87085091,8708,160,0817600,04,SP,3448500,SANTOS
87083090,8708,160,0817800,01,SP,3418800,GUARULHOS
87082912,8708,160,0817800,01,SP,3441000,PRAIA GRANDE
85411099,8541,160,1017801,04,RS,4314902,PORTO ALEGRE
29336929,2933,160,0817800,01,SP,3418800,GUARULHOS
84433232,8443,160,0817700,04,MG,3106200,BELO HORIZONTE
85176259,8517,160,0717600,01,RJ,3302403,MACAE
84439929,8443,160,1017801,04,RS,4314902,PORTO ALEGRE
87089910,8708,160,0817800,01,SP,3449805,SAO JOSE DO RIO PRETO
85176143,8517,160,1017801,04,RS,4311403,LAJEADO
87082999,8708,160,0817600,04,SP,3440606,PORTO FELIZ
90189099,9018,160,0817800,01,SP,3448906,SAO CARLOS
29419092,2941,160,0817800,01,SP,3415400,FARTURA
85412120,8541,160,0817700,04,RS,4303103,CACHOEIRINHA
85416010,8541,160,0817700,04,MG,3137601,LAGOA SANTA
29215132,2921,160,0817800,01,SP,3450308,SAO PAULO
87089411,8708,160,0927700,01,RS,4314423,PICADA CAFE
29331111,2933,160,0917800,01,MG,3136702,JUIZ DE FORA
85413019,8541,160,0817700,04,SP,3457006,VOTORANTIM
85411092,8541,160,0817600,04,RS,4318705,SAO LEOPOLDO
84439990,8443,160,0817600,04,SP,3424006,ITUPEVA
90181210,9018,160,0617700,04,MG,3106200,BELO HORIZONTE
87083011,8708,160,0817800,01,SP,3438709,PIRACICABA
87088000,8708,160,1017700,01,RS,4309209,GRAVATAI
85416090,8541,160,0617700,04,MG,3125101,EXTREMA
85176259,8517,160,0817700,04,SP,3447304,SANTANA DE PARNAIBA
85176272,8517,160,0927700,01,SP,3450308,SAO PAULO
84433115,8443,160,0717600,01,RJ,3302254,ITATIAIA
85176239,8517,160,0817800,01,SP,3402804,ARACATUBA
84433236,8443,160,0927800,01,MG,3106200,BELO HORIZONTE
85177110,8517,160,0617700,04,MG,3159605,SANTA RITA DO SAPUCAI
87083090,8708,160,0817800,01,RS,4313409,NOVO HAMBURGO
85176259,8517,160,0817600,04,SP,3456701,VINHEDO
85411091,8541,160,0817700,04,MG,3151800,POCOS DE CALDAS
85412910,8541,160,0817800,01,MG,3152501,POUSO ALEGRE
84439929,8443,160,0717700,04,RJ,3302007,ITAGUAI
90183929,9018,160,0817800,01,SP,3452205,SOROCABA
85411091,8541,160,0817800,01,MG,3133600,ITAPEVA
85414021,8541,160,0817800,01,SP,3448708,SAO BERNARDO DO CAMPO
85177190,8517,160,0927500,04,MG,3136652,JUATUBA
85413019,8541,160,0817700,04,SP,3438709,PIRACICABA
85176239,8517,160,0817700,04,SP,3452809,TABOAO DA SERRA
87089490,8708,160,0817700,04,RS,4314902,PORTO ALEGRE
85171231,8517,160,0617700,04,MG,3171303,VICOSA
29222919,2922,160,0817800,01,SP,3424006,ITUPEVA
85411091,8541,160,0817800,01,SP,3406003,BAURU
85176234,8517,160,0817600,04,SP,3452809,TABOAO DA SERRA
85177110,8517,160,0817600,04,MG,3169307,TRES CORACOES
29339953,2933,160,0817600,04,MG,3170701,VARGINHA
29339959,2933,160,0817800,01,SP,3409502,CAMPINAS
85413029,8541,160,0817700,04,SP,3440606,PORTO FELIZ
87089412,8708,160,0817800,01,RS,4304606,CANOAS
90189095,9018,160,0817800,01,RS,4318705,SAO LEOPOLDO
85411099,8541,160,0817700,04,MG,3140803,MATIAS BARBOSA
85177110,8517,160,0817600,04,SP,3405708,BARUERI
84439933,8443,160,0227600,01,SP,3450308,SAO PAULO
85414021,8541,160,0817600,04,SP,3401608,AMERICANA
29339969,2933,160,0817800,01,SP,3409502,CAMPINAS
85176277,8517,160,0817800,01,RS,4314902,PORTO ALEGRE
85176239,8517,160,0817800,01,SP,3443402,RIBEIRAO PRETO
85411029,8541,160,0817800,01,MG,3137601,LAGOA SANTA
29419022,2941,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO
87085011,8708,160,0817600,04,SP,3450308,SAO PAULO
85412110,8541,160,0817600,04,MG,3106200,BELO HORIZONTE
87089413,8708,160,0817800,01,MG,3147204,PARAGUACU
90181210,9018,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO
29333949,2933,160,0817600,04,MG,3143302,MONTES CLAROS
84433910,8443,160,0817800,01,SP,3432009,MORUNGABA
87088000,8708,160,0817800,01,RS,4314902,PORTO ALEGRE
29335999,2933,160,0817600,04,SP,3456701,VINHEDO
85411019,8541,160,0817800,01,SP,3452205,SOROCABA
85176241,8517,160,1017801,04,RS,4314902,PORTO ALEGRE
85414290,8541,160,0717600,01,RJ,3302254,ITATIAIA
87081000,8708,160,0817800,01,MG,3106200,BELO HORIZONTE
85416010,8541,160,0817700,04,SP,3404107,ATIBAIA
85411029,8541,160,1017700,01,RS,4305108,CAXIAS DO SUL
90181990,9018,160,0717600,01,RJ,3304557,RIO DE JANEIRO
87089990,8708,160,0817700,04,SP,3430607,MOGI DAS CRUZES
85412920,8541,160,0817800,01,RS,4305108,CAXIAS DO SUL
29332999,2933,160,0817800,01,SP,3418800,GUARULHOS
29339969,2933,160,0817700,04,SP,3424105,ITUVERAVA
85176241,8517,160,0617700,04,MG,3159605,SANTA RITA DO SAPUCAI
87081000,8708,160,0817800,01,MG,3107406,BOM DESPACHO
87089100,8708,160,0817800,01,RS,4303905,CAMPO BOM
87085091,8708,160,0817700,04,SP,3409502,CAMPINAS
29153100,2915,160,0717700,04,SP,3454102,TAUBATE
85412199,8541,160,0817700,04,RS,4311403,LAJEADO
85414122,8541,160,0717700,04,MG,3106200,BELO HORIZONTE
87082991,8708,160,0817600,04,SP,3454102,TAUBATE
29156011,2915,160,0817800,01,SP,3423909,ITU
85176239,8517,160,1017700,01,RS,4318804,SAO LOURENCO DO SUL
87087090,8708,160,0817800,01,SP,3436505,PAULINIA
85412920,8541,160,0617700,04,MG,3118601,CONTAGEM
87089990,8708,160,0817600,04,SP,3454003,TATUI
90189069,9018,160,0817600,04,SP,3425904,JUNDIAI
29336100,2933,160,0817800,01,SP,3413009,COTIA
85411031,8541,160,0817800,01,SP,3413009,COTIA
85177010,8517,160,0817700,04,SP,3419071,HORTOLANDIA
85416090,8541,160,0817600,04,SP,3424006,ITUPEVA
85413029,8541,160,0817600,04,SP,3404107,ATIBAIA
29212990,2921,160,0817700,04,SP,3423404,ITATIBA
85411029,8541,160,0817700,04,RJ,3301009,CAMPOS DOS GOYTACAZES
85171439,8517,160,0817800,01,MG,3125101,EXTREMA
85411032,8541,160,1017801,04,RS,4309308,GUAIBA
87089483,8708,160,0817600,04,SP,3405708,BARUERI
87083090,8708,160,0817800,01,RS,4314902,PORTO ALEGRE
84431390,8443,160,0717600,01,MG,3125101,EXTREMA
29415020,2941,160,0817700,04,SP,3456206,VALINHOS
90181290,9018,160,0817800,01,RJ,3304557,RIO DE JANEIRO
29335999,2933,160,0817700,04,RJ,3304557,RIO DE JANEIRO
29215990,2921,160,0817700,04,SP,3448906,SAO CARLOS
84439990,8443,160,0817600,09,RS,4322400,URUGUAIANA
29156029,2915,160,0817600,04,SP,3445159,SALTINHO
85411022,8541,160,0817700,04,SP,3445803,SANTA BARBARA D'OESTE
29339949,2933,160,0817600,04,SP,3418800,GUARULHOS
85177900,8517,160,0817800,01,SP,3449904,SAO JOSE DOS CAMPOS
29336100,2933,160,0817800,01,SP,3448708,SAO BERNARDO DO CAMPO
29332922,2933,160,0617700,04,MG,3156700,SABARA
87082999,8708,160,0817600,04,SP,3452403,SUMARE
85171830,8517,160,0817600,04,MG,3170701,VARGINHA
84439932,8443,160,0817600,04,SP,3434401,OSASCO
29331990,2933,160,0817800,01,MG,3170107,UBERABA
87087090,8708,160,0817700,04,SP,3444004,RIO DAS PEDRAS
85411012,8541,160,1017801,04,RS,4305108,CAXIAS DO SUL
85171490,8517,160,0817700,04,SP,3450308,SAO PAULO
87089529,8708,160,0817600,04,SP,3425904,JUNDIAI
85411021,8541,160,0617700,04,MG,3134905,JACUTINGA
84433910,8443,160,0817800,01,SP,3448906,SAO CARLOS
29224990,2922,160,0817800,01,SP,3438006,PINDAMONHANGABA
87088000,8708,160,0817700,04,SP,3448906,SAO CARLOS
29335942,2933,160,0817700,04,SP,3413009,COTIA
29335912,2933,160,0817800,01,SP,3409502,CAMPINAS
85176239,8517,160,0717700,04,RJ,3301207,CARMO
29411042,2941,160,0817700,04,SP,3456701,VINHEDO
90189099,9018,160,0817800,01,RS,4311403,LAJEADO
87088000,8708,160,0817800,01,SP,3413801,DIADEMA
90181290,9018,160,0817800,01,SP,3405500,BARRETOS
87082919,8708,160,0817800,01,SP,3452205,SOROCABA
84439932,8443,160,0817800,01,MG,3106200,BELO HORIZONTE
85177900,8517,160,0817700,04,SP,3409205,CAJAMAR
87082200,8708,160,0817800,01,SP,3436505,PAULINIA
90181980,9018,160,0817700,04,SP,3452205,SOROCABA
85414111,8541,160,0817700,04,SP,3409502,CAMPINAS
85176299,8517,160,0817800,01,SP,3418800,GUARULHOS
84433910,8443,160,0817800,01,MG,3118601,CONTAGEM
87085019,8708,160,0927700,01,RS,4314423,PICADA CAFE
87082991,8708,160,0817800,01,SP,3447809,SANTO ANDRE
84433259,8443,160,0817800,01,RS,4314902,PORTO ALEGRE
84439942,8443,160,0817800,01,SP,3441406,PRESIDENTE PRUDENTE
90181990,9018,160,0817600,04,MG,3144805,NOVA LIMA
87082100,8708,160,0817700,04,SP,3421408,IRACEMAPOLIS
90181290,9018,160,0817800,01,SP,3406003,BAURU
84439990,8443,160,0817800,01,SP,3441406,PRESIDENTE PRUDENTE
84433910,8443,160,0817800,01,SP,3416200,FRANCA
90189099,9018,160,0817600,04,SP,3420509,INDAIATUBA
84439939,8443,160,0817800,01,MG,3170206,UBERLANDIA
87089990,8708,160,0817700,04,SP,3452205,SOROCABA
87089300,8708,160,0817800,01,SP,3423107,ITAQUAQUECETUBA
29156011,2915,160,0717700,04,SP,3454102,TAUBATE
90189099,9018,160,0817600,04,SP,3424709,JAGUARIUNA
85177110,8517,160,0817800,01,SP,3425904,JUNDIAI
29212990,2921,160,0817800,01,SP,3424402,JACAREI
85411021,8541,160,0817600,04,SP,3416705,GARCA
85176294,8517,160,0817800,01,SP,3421408,IRACEMAPOLIS
87082999,8708,160,0817800,01,SP,3446801,SANTA ISABEL
85176259,8517,160,0817600,04,SP,3422604,ITAPIRA
29211929,2921,160,0817800,01,SP,3413009,COTIA
29214990,2921,160,0817800,01,MG,3125101,EXTREMA
29339949,2933,160,0817800,01,SP,3413009,COTIA
85176241,8517,160,0717700,04,SP,3427306,LOUVEIRA
29151290,2915,160,0817700,04,RS,4309209,GRAVATAI
85414900,8541,160,0817800,01,SP,3449805,SAO JOSE DO RIO PRETO
90183929,9018,160,0927700,01,RS,4313409,NOVO HAMBURGO
90184999,9018,160,0817700,04,SP,3405708,BARUERI
87089910,8708,160,0927700,01,RS,4314423,PICADA CAFE
87083090,8708,160,0817800,01,SP,3448807,SAO CAETANO DO SUL
87089490,8708,160,0817600,04,SP,3456701,VINHEDO
87082999,8708,160,0817800,01,SP,3450308,SAO PAULO
85411029,8541,160,0817700,04,SP,3447809,SANTO ANDRE
84439923,8443,160,0817800,01,SP,3405708,BARUERI
29419089,2941,160,0817600,04,SP,3422505,ITAPEVI
87081000,8708,160,0617700,04,MG,3106705,BETIM
85176254,8517,160,0817700,04,SP,3452205,SOROCABA
29221999,2922,160,0817800,01,SP,3425003,JANDIRA
85412191,8541,160,0817700,04,SP,3441406,PRESIDENTE PRUDENTE
90185090,9018,160,0817800,01,RS,4305108,CAXIAS DO SUL
85411021,8541,160,0817600,04,RS,4309209,GRAVATAI
85414032,8541,160,0717600,01,MG,3135050,JAIBA
85414290,8541,160,0817700,04,SP,3430607,MOGI DAS CRUZES
85414290,8541,160,0817800,01,RJ,3302254,ITATIAIA
29419049,2941,160,0817600,04,MG,3152501,POUSO ALEGRE
90181990,9018,160,0817600,04,MG,3125101,EXTREMA
84439949,8443,160,0717700,04,RJ,3304300,RIO BONITO
90182090,9018,160,0817700,04,SP,3423404,ITATIBA
85414021,8541,160,0817700,04,SP,3430706,MOGI GUACU
90183111,9018,160,0817700,04,SP,3434401,OSASCO
29156011,2915,160,0517800,01,SP,3413009,COTIA
29151390,2915,160,0717700,04,SP,3447304,SANTANA DE PARNAIBA
85416090,8541,160,0817600,04,SP,3426902,LIMEIRA
85411099,8541,160,0717700,04,RJ,3302403,MACAE
87082912,8708,160,0817600,04,SP,3450308,SAO PAULO
85411092,8541,160,1017700,01,RS,4304606,CANOAS
87085012,8708,160,0817600,04,SP,3420509,INDAIATUBA
85176259,8517,160,0817700,04,SP,3419071,HORTOLANDIA
29339932,2933,160,0817800,01,SP,3452809,TABOAO DA SERRA
85414900,8541,160,0817700,04,SP,3448807,SAO CAETANO DO SUL
87089490,8708,160,0927800,01,SP,3413801,DIADEMA
29156029,2915,160,0817600,04,SP,3405708,BARUERI
85412199,8541,160,1017801,04,RS,4309308,GUAIBA
29224110,2922,160,0817600,04,SP,3413009,COTIA
90181990,9018,160,0817600,04,SP,3405500,BARRETOS
85414121,8541,160,0817700,04,SP,3429302,MATAO
85414111,8541,160,0717700,04,RJ,3301702,DUQUE DE CAXIAS
90183929,9018,160,0817700,04,RJ,3304557,RIO DE JANEIRO
87082994,8708,160,0717700,04,RJ,3304110,PORTO REAL
85411019,8541,160,0617700,04,MG,3136702,JUIZ DE FORA
85414021,8541,160,1017801,04,RS,4305108,CAXIAS DO SUL
90181990,9018,160,0817700,04,SP,3409502,CAMPINAS
85411029,8541,160,0817700,04,SP,3425003,JANDIRA
85411091,8541,160,0817600,04,MG,3133600,ITAPEVA
29214990,2921,160,0717700,04,RJ,3301702,DUQUE DE CAXIAS
85411099,8541,160,0817700,04,SP,3401707,AMERICO BRASILIENSE
87089490,8708,160,0717600,01,RJ,3302254,ITATIAIA
90189099,9018,160,0617700,04,SP,3448807,SAO CAETANO DO SUL
29419029,2941,160,0817700,04,SP,3413009,COTIA
29415020,2941,160,0817600,04,SP,3450308,SAO PAULO
84431990,8443,160,1017700,01,RS,4313060,NOVA HARTZ
85412120,8541,160,0817700,04,SP,3424907,JAMBEIRO
29339956,2933,160,0817600,04,SP,3402903,ARACOIABA DA SERRA
85412120,8541,160,1017801,04,RS,4309209,GRAVATAI
85411021,8541,160,0817800,01,SP,3450308,SAO PAULO
85411022,8541,160,0817600,04,MG,3106200,BELO HORIZONTE
29156019,2915,160,0817600,04,SP,3405708,BARUERI
90181980,9018,160,0817800,01,SP,3426209,JUQUITIBA
29222990,2922,160,0817700,04,SP,3456206,VALINHOS
85414290,8541,160,1017801,04,RS,4309209,GRAVATAI
85171231,8517,160,0817700,04,SP,3424709,JAGUARIUNA
29215990,2921,160,0817800,01,SP,3429302,MATAO
85414290,8541,160,0817700,04,RS,4306767,ELDORADO DO SUL
29151290,2915,160,0817800,01,SP,3429401,MAUA
87089990,8708,160,0817800,01,MG,3138401,LEOPOLDINA
87084090,8708,160,0817700,04,SP,3447304,SANTANA DE PARNAIBA
84433233,8443,160,0817800,01,RJ,3302254,ITATIAIA
90181990,9018,160,0817700,04,RS,4314100,PASSO FUNDO
29419092,2941,160,0817700,04,SP,3413009,COTIA
87089990,8708,160,0817800,01,MG,3144805,NOVA LIMA
29222990,2922,160,0817800,01,SP,3448708,SAO BERNARDO DO CAMPO
87084080,8708,160,0617700,04,MG,3106705,BETIM
87089300,8708,160,0817600,04,SP,3409205,CAJAMAR
29339999,2933,160,0817800,01,SP,3452502,SUZANO
87087090,8708,160,0817600,04,SP,3425904,JUNDIAI
29333921,2933,160,0817800,01,SP,3424105,ITUVERAVA
29332999,2933,160,0817700,04,SP,3413009,COTIA
90181980,9018,160,0817600,04,MG,3159605,SANTA RITA DO SAPUCAI
85176254,8517,160,0817800,01,SP,3450308,SAO PAULO
85413021,8541,160,1017700,01,RS,4304606,CANOAS
87089990,8708,160,1017700,01,RS,4305108,CAXIAS DO SUL
85171231,8517,160,0817700,04,MG,3159605,SANTA RITA DO SAPUCAI
85411099,8541,160,0817600,04,RS,4309209,GRAVATAI
85411012,8541,160,0817700,04,MG,3132404,ITAJUBA
85413019,8541,160,0817600,04,SP,3413801,DIADEMA
84439990,8443,160,0817700,04,SP,3418404,GUARATINGUETA
85176294,8517,160,0817800,01,SP,3419071,HORTOLANDIA
29213090,2921,160,0817600,04,MG,3170701,VARGINHA
84439931,8443,160,0817800,01,MG,3170206,UBERLANDIA
85176251,8517,160,0817700,04,SP,3413801,DIADEMA
29335919,2933,160,0817600,04,MG,3170701,VARGINHA
85414300,8541,160,0717600,01,MG,3135100,JANAUBA
29419049,2941,160,0817700,04,SP,3413108,CRAVINHOS
85416090,8541,160,0817700,04,SP,3447304,SANTANA DE PARNAIBA
87089200,8708,160,1017700,01,RS,4313300,NOVA PRATA
84439933,8443,160,0717700,04,SP,3448807,SAO CAETANO DO SUL
29212100,2921,160,0817800,01,MG,3104007,ARAXA
85176277,8517,160,0717700,04,MG,3106200,BELO HORIZONTE
85414121,8541,160,0817700,04,SP,3456701,VINHEDO
87084090,8708,160,0817700,04,SP,3425904,JUNDIAI
29221999,2922,160,0817800,01,MG,3167202,SETE LAGOAS
87089990,8708,160,0817600,04,SP,3421408,IRACEMAPOLIS
85411021,8541,160,0817600,04,SP,3413108,CRAVINHOS
85412120,8541,160,0817700,04,SP,3413009,COTIA
84431990,8443,160,0817700,04,SP,3429005,MARILIA
29224910,2922,160,0817800,01,SP,3413801,DIADEMA
29337990,2933,160,0817600,04,SP,3418800,GUARULHOS
90181980,9018,160,0817600,04,MG,3143302,MONTES CLAROS
85412110,8541,160,0817700,04,SP,3443402,RIBEIRAO PRETO
29224920,2922,160,1017700,01,RS,4314902,PORTO ALEGRE
29224959,2922,160,0817800,01,SP,3438006,PINDAMONHANGABA
29159090,2915,160,0817800,01,SP,3413801,DIADEMA
87089910,8708,160,0617700,04,MG,3137601,LAGOA SANTA
29157039,2915,160,0817800,01,SP,3418800,GUARULHOS
85176900,8517,160,0717700,04,RJ,3303302,NITEROI
87082999,8708,160,0927800,01,SP,3450308,SAO PAULO
29339939,2933,160,0817600,04,SP,3409502,CAMPINAS
